artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,uri_count,rank_mean,lowest_rank,highest_rank,rank_median,streams_mean,streams_max,streams_min,streams_median,streams_sum,first_date,last_date
Mac Miller,Nikes on My Feet,0.8,0.569,9.0,-5.104,0.0,0.265,0.563,0.0,0.111,0.589,92.063,spotify:track:29GefKRTSVW3ag4Xegm8jP,164632.0,4.0,1.0,190.0,190.0,190.0,190.0,220097.0,220097.0,220097.0,220097.0,220097.0,2018-09-08,2018-09-08
Mac Miller,Stay,0.742,0.561,6.0,-7.017,1.0,0.139,0.566,0.000135,0.641,0.55,134.01,spotify:track:4brX8MJs5hxErgq48f9REO,326427.0,4.0,1.0,194.0,194.0,194.0,194.0,217917.0,217917.0,217917.0,217917.0,217917.0,2018-09-08,2018-09-08
Machine Gun Kelly,RAP DEVIL,0.895,0.839,0.0,-4.512,1.0,0.227,0.217,3e-06,0.239,0.756,149.951,spotify:track:63TyoT9Ee03rQxv8xmdJ2l,286117.0,4.0,35.0,101.94285714285714,198.0,36.0,73.0,350223.02857142856,594429.0,173863.0,373408.0,12257806.0,2018-09-09,2018-10-14
Lil Baby,Drip Too Hard,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.389,112.511,spotify:track:78QR3Wp35dqAhFEc2qAGjE,145543.0,4.0,579.0,50.597582037996546,195.0,1.0,44.0,647034.4231433506,1759294.0,224910.0,452222.0,374632931.0,2018-09-12,2020-04-12
Joji,SLOW DANCING IN THE DARK,0.515,0.479,3.0,-7.458,1.0,0.0261,0.544,0.00598,0.191,0.284,88.964,spotify:track:0rKtyWc8bvkriBthvHKY8d,209274.0,4.0,568.0,107.54049295774648,200.0,26.0,105.5,316898.4806338028,661274.0,203189.0,303593.0,179998337.0,2018-09-12,2020-04-12
Joji,YEAH RIGHT,0.672,0.588,1.0,-9.573,1.0,0.133,0.619,0.241,0.0992,0.204,169.033,spotify:track:1VGzxJnVQND7Cg5H5wGj14,174358.0,4.0,28.0,149.78571428571428,198.0,74.0,152.5,254832.14285714287,419377.0,200540.0,247132.0,7135300.0,2018-09-12,2018-11-13
Gucci Mane,Wake Up in the Sky,0.8,0.578,4.0,-5.144,0.0,0.0485,0.00381,0.0,0.359,0.367,143.01,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,204665.0,4.0,340.0,65.6029411764706,199.0,6.0,39.5,558607.0676470589,1070430.0,187963.0,573275.0,189926403.0,2018-09-14,2019-09-15
Khalid,Better,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,spotify:track:6zeeWid2sgw4lap2jV61PZ,229320.0,4.0,518.0,68.16409266409266,200.0,7.0,43.0,501088.08494208497,1413872.0,205720.0,483171.0,259563628.0,2018-09-14,2020-03-05
6LACK,Pretty Little Fears (feat. J. Cole),0.61,0.458,9.0,-11.336,1.0,0.36,0.696,0.000103,0.0852,0.246,192.099,spotify:track:4at3d5QWnlibMVN75ECDrp,240342.0,4.0,46.0,157.56521739130434,200.0,29.0,175.5,260166.34782608695,654491.0,191502.0,230374.0,11967652.0,2018-09-14,2019-03-07
6LACK,East Atlanta Love Letter (feat. Future),0.581,0.315,5.0,-11.947,0.0,0.0781,0.389,1.68e-05,0.0766,0.185,61.381,spotify:track:6rJmWa5DvQ3Nby3tdcX2L0,246088.0,4.0,9.0,118.33333333333333,199.0,57.0,108.0,297402.55555555556,472710.0,205431.0,288664.0,2676623.0,2018-09-14,2018-09-26
6LACK,Balenciaga Challenge (feat. Offset),0.744,0.394,5.0,-9.828,0.0,0.419,0.0895,6.66e-06,0.279,0.658,142.961,spotify:track:6Zisja44KqMZj4GM4UY6Yv,187217.0,4.0,10.0,117.8,200.0,63.0,105.0,302484.9,436263.0,202685.0,293797.0,3024849.0,2018-09-14,2018-09-24
David Guetta,Say My Name,0.703,0.66,10.0,-5.119,0.0,0.123,0.137,0.0,0.192,0.79,95.031,spotify:track:3MoV1UsAJmz64LHqyiRMp0,198947.0,4.0,2.0,132.5,200.0,65.0,132.5,320532.0,431609.0,209455.0,320532.0,641064.0,2018-09-14,2018-09-15
Wale,My Boy (feat. J. Cole) - Freestyle,0.814,0.737,7.0,-4.826,1.0,0.259,0.197,0.0,0.0954,0.461,171.687,spotify:track:11QvWp3CsEPd0YLE6xKGyx,269658.0,4.0,4.0,140.0,194.0,68.0,149.0,277076.25,420175.0,194437.0,246846.5,1108305.0,2018-09-14,2018-09-17
Lana Del Rey,Mariners Apartment Complex,0.545,0.26,9.0,-12.668,1.0,0.0289,0.788,0.00099,0.105,0.185,75.962,spotify:track:6OG05bPAwUuV3OMvy2Vy1P,247150.0,4.0,9.0,125.22222222222223,192.0,70.0,127.0,297483.55555555556,445207.0,213768.0,267203.0,2677352.0,2018-09-14,2019-09-05
6LACK,Unfair,0.397,0.257,5.0,-11.134,0.0,0.0499,0.79,0.00235,0.12,0.0382,115.783,spotify:track:3Q33RhbyoFul9LdKKjticI,136916.0,4.0,5.0,140.6,189.0,75.0,146.0,266366.6,386148.0,202236.0,250259.0,1331833.0,2018-09-14,2018-09-18
6LACK,Loaded Gun,0.646,0.549,1.0,-6.515,0.0,0.0704,0.1,2.06e-05,0.12,0.241,127.994,spotify:track:1wb7Mqon4o1ViLjaLV9f8U,198442.0,4.0,6.0,134.83333333333334,187.0,82.0,135.0,266154.1666666667,370244.0,212878.0,257952.0,1596925.0,2018-09-14,2018-09-19
6LACK,Let Her Go,0.759,0.634,5.0,-6.609,0.0,0.096,0.539,0.000228,0.183,0.444,156.02,spotify:track:0CIGZEXjZ8L52lOrqUljJt,177172.0,4.0,5.0,144.0,179.0,96.0,140.0,257080.2,339289.0,201391.0,254011.0,1285401.0,2018-09-14,2018-09-18
6LACK,Sorry,0.665,0.447,8.0,-11.5,1.0,0.102,0.708,0.00188,0.13,0.313,120.082,spotify:track:2xRyZfWe9bnRfH1ZfhYO98,210177.0,4.0,3.0,150.33333333333334,168.0,118.0,165.0,258180.66666666666,307234.0,233085.0,234223.0,774542.0,2018-09-14,2018-09-17
6LACK,Nonchalant,0.565,0.386,11.0,-12.383,0.0,0.399,0.374,0.000189,0.131,0.0598,83.032,spotify:track:7c3K8ifIoaVZ2MSUuGo0Co,183265.0,4.0,6.0,152.83333333333334,186.0,120.0,152.0,246426.16666666666,306120.0,205193.0,244695.5,1478557.0,2018-09-14,2018-09-19
6LACK,Disconnect,0.425,0.35,6.0,-10.951,0.0,0.312,0.606,1.31e-05,0.185,0.146,80.783,spotify:track:5dgkSJAuFXZnwz7OAFUnIk,265883.0,4.0,2.0,164.0,186.0,142.0,164.0,248610.0,280603.0,216617.0,248610.0,497220.0,2018-09-14,2018-09-15
6LACK,Seasons (feat. Khalid),0.6,0.319,0.0,-10.272,1.0,0.294,0.692,0.00958,0.137,0.507,141.96,spotify:track:1AROE0XcC4ySCxXF65mutZ,250001.0,4.0,3.0,173.66666666666666,191.0,148.0,182.0,237778.0,274212.0,217103.0,222019.0,713334.0,2018-09-14,2018-09-17
The 1975,Sincerity Is Scary,0.664,0.524,2.0,-5.178,1.0,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,spotify:track:6HguG9HRb1Ke1bhihfE4m8,225956.0,4.0,2.0,168.5,177.0,160.0,168.5,285496.5,304414.0,266579.0,285496.5,570993.0,2018-09-14,2018-11-30
YoungBoy Never Broke Again,I Am Who They Say I Am,0.722,0.88,4.0,-3.989,0.0,0.24,0.21,0.0,0.324,0.79,92.024,spotify:track:4O1uCappFiU3bisYUdUBWy,200170.0,4.0,4.0,141.0,176.0,126.0,131.0,252678.0,265243.0,233507.0,255981.0,1010712.0,2018-09-14,2018-09-17
Mike Posner,Song About You,0.687,0.844,2.0,-3.004,1.0,0.0414,0.169,1e-05,0.0806,0.573,87.021,spotify:track:29dfnKJ6WvYcJpgQ0MKzX7,190147.0,4.0,1.0,183.0,183.0,183.0,183.0,246920.0,246920.0,246920.0,246920.0,246920.0,2018-09-14,2018-09-14
ODESZA,Loyal,0.497,0.925,2.0,-4.489,1.0,0.0745,0.00523,0.781,0.222,0.262,139.961,spotify:track:1cEDPbmrlhoVK1h6BLwBYS,207827.0,4.0,1.0,197.0,197.0,197.0,197.0,236050.0,236050.0,236050.0,236050.0,236050.0,2018-09-14,2018-09-14
Young Dolph,Major (feat. Key Glock),0.907,0.65,6.0,-5.661,0.0,0.312,0.0109,0.000424,0.107,0.626,147.026,spotify:track:4PhNipxELUmBZcOWgafzAx,195547.0,4.0,1.0,198.0,198.0,198.0,198.0,210334.0,210334.0,210334.0,210334.0,210334.0,2018-09-15,2018-09-15
Lauren Daigle,You Say,0.486,0.632,5.0,-6.89,1.0,0.0344,0.682,0.0,0.0869,0.0791,147.892,spotify:track:6Up545NUflOiXo8cEraH49,274693.0,4.0,54.0,161.8148148148148,195.0,115.0,165.5,236789.07407407407,296776.0,190364.0,232411.0,12786610.0,2018-09-16,2019-05-02
Dua Lipa,Want To,0.572,0.691,8.0,-4.783,0.0,0.123,0.0788,0.000132,0.0619,0.318,92.082,spotify:track:5fK0Q3j2iUcQtiRDXlPW0K,211818.0,4.0,5.0,182.2,197.0,161.0,180.0,226602.6,236249.0,220875.0,222428.0,1133013.0,2018-09-17,2018-10-03
GASHI,Creep On Me,0.606,0.934,7.0,-5.524,1.0,0.0482,0.00384,0.000154,0.0945,0.18,130.088,spotify:track:3Qo418FH9pAHApAzOF8hfI,238163.0,4.0,10.0,174.1,199.0,155.0,174.0,224127.0,242293.0,196537.0,224651.5,2241270.0,2018-09-17,2018-09-27
Lil Uzi Vert,New Patek,0.85,0.785,8.0,-4.963,0.0,0.345,0.0367,0.0,0.155,0.718,145.063,spotify:track:0Fpen1PTuEnCmOJtUU9Iud,343099.0,4.0,161.0,95.40993788819875,200.0,1.0,114.0,462520.29192546586,1812305.0,191145.0,344553.0,74465767.0,2018-09-18,2019-03-24
Lil Peep,Falling Down - Bonus Track,0.669,0.574,4.0,-6.442,0.0,0.0286,0.0175,0.00294,0.146,0.273,120.013,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,196400.0,4.0,212.0,87.58490566037736,200.0,1.0,81.5,524484.6132075472,2158263.0,185122.0,352330.0,111190738.0,2018-09-19,2019-06-18
Eminem,Killshot,0.892,0.651,0.0,-8.645,0.0,0.378,0.0989,0.0,0.371,0.599,105.814,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,253580.0,4.0,72.0,89.08333333333333,182.0,16.0,86.5,405768.125,903340.0,205961.0,341989.0,29215305.0,2018-09-19,2018-11-29
French Montana,No Stylist (feat. Drake),0.765,0.704,5.0,-4.589,0.0,0.127,0.0215,0.0,0.227,0.498,147.055,spotify:track:04MLEeAMuV9IlHEsD8vF6A,192172.0,4.0,201.0,81.32338308457712,200.0,14.0,69.0,426603.25373134325,937243.0,197687.0,400485.0,85747254.0,2018-09-21,2019-04-13
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),0.557,0.575,1.0,-8.319,1.0,0.0472,0.0602,0.0,0.153,0.446,104.968,spotify:track:1WZKak3sY7oMo9h7uKcDVU,195040.0,4.0,80.0,79.4125,200.0,21.0,69.5,440010.775,820199.0,228252.0,388321.5,35200862.0,2018-09-21,2018-12-17
BROCKHAMPTON,NEW ORLEANS,0.639,0.815,11.0,-4.962,0.0,0.252,0.232,0.0,0.299,0.4,159.903,spotify:track:5kkxyqYSQrnHpfsmkjKi81,243280.0,4.0,7.0,149.0,199.0,52.0,163.0,269370.0,528353.0,200088.0,220857.0,1885590.0,2018-09-21,2018-09-27
Mumford & Sons,Guiding Light,0.553,0.711,7.0,-7.714,1.0,0.0453,0.063,8.41e-06,0.0759,0.299,99.997,spotify:track:63J2iqaDDp92P1eZgvuELp,217633.0,4.0,4.0,162.75,194.0,72.0,192.5,261865.5,410266.0,203072.0,217062.0,1047462.0,2018-09-21,2018-11-19
BROCKHAMPTON,THUG LIFE,0.576,0.74,0.0,-6.195,1.0,0.0854,0.274,3e-06,0.0948,0.37,159.959,spotify:track:2c09gumRCmu3qmbcqdQbUN,122987.0,4.0,2.0,134.5,193.0,76.0,134.5,301754.0,400449.0,203059.0,301754.0,603508.0,2018-09-21,2018-09-22
BROCKHAMPTON,BERLIN,0.716,0.621,11.0,-6.626,0.0,0.22,0.051,0.0,0.307,0.644,142.087,spotify:track:7GxBuIJugWanLsYj0mDrFX,199013.0,4.0,2.0,132.5,187.0,78.0,132.5,299362.5,393634.0,205091.0,299362.5,598725.0,2018-09-21,2018-09-22
BROCKHAMPTON,WEIGHT,0.451,0.746,9.0,-6.78,1.0,0.187,0.114,6.6e-06,0.297,0.273,160.259,spotify:track:6tGwDY47NZVeQ5X83HDK6u,260093.0,4.0,1.0,91.0,91.0,91.0,91.0,356180.0,356180.0,356180.0,356180.0,356180.0,2018-09-21,2018-09-21
BROCKHAMPTON,WHERE THE CASH AT,0.862,0.523,2.0,-6.851,1.0,0.378,0.00712,0.00238,0.129,0.172,156.032,spotify:track:3t1cMXPS25j8hpzJyLY3Pn,114853.0,4.0,1.0,102.0,102.0,102.0,102.0,331224.0,331224.0,331224.0,331224.0,331224.0,2018-09-21,2018-09-21
BROCKHAMPTON,SOMETHING ABOUT HIM,0.702,0.64,6.0,-9.108,1.0,0.18,0.579,0.0,0.14,0.619,79.924,spotify:track:2S11ZvEfuFSqInfxWxkx36,93547.0,4.0,1.0,103.0,103.0,103.0,103.0,329807.0,329807.0,329807.0,329807.0,329807.0,2018-09-21,2018-09-21
BROCKHAMPTON,DISTRICT,0.66,0.738,8.0,-6.728,1.0,0.0786,0.0515,6.32e-06,0.211,0.515,122.525,spotify:track:7oYvZtOelvW0mDrcUZ3m67,211507.0,4.0,1.0,104.0,104.0,104.0,104.0,327928.0,327928.0,327928.0,327928.0,327928.0,2018-09-21,2018-09-21
BROCKHAMPTON,HONEY,0.74,0.787,2.0,-6.343,1.0,0.0493,0.0794,0.0,0.122,0.178,109.966,spotify:track:6cgFCTrw2kWwZm7SF7r6Po,195227.0,4.0,1.0,116.0,116.0,116.0,116.0,310788.0,310788.0,310788.0,310788.0,310788.0,2018-09-21,2018-09-21
Famous Dex,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",0.68,0.732,10.0,-7.108,0.0,0.27,0.235,0.000174,0.0705,0.864,75.422,spotify:track:0n22yqkitWec0PV6tibWEO,230408.0,4.0,10.0,139.3,179.0,103.0,131.0,261972.5,300122.0,233510.0,262465.5,2619725.0,2018-09-21,2018-10-04
YNW Melly,Murder On My Mind,0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,268434.0,4.0,565.0,78.74513274336283,195.0,4.0,77.0,457744.78230088495,1483131.0,211186.0,357936.0,258625802.0,2018-09-21,2020-04-12
BROCKHAMPTON,TAPE,0.566,0.898,7.0,-4.999,0.0,0.298,0.255,0.0,0.189,0.382,80.583,spotify:track:60srrpZaXm72T4i3ZAoT5w,209387.0,4.0,1.0,137.0,137.0,137.0,137.0,290226.0,290226.0,290226.0,290226.0,290226.0,2018-09-21,2018-09-21
BROCKHAMPTON,SAN MARCOS,0.388,0.503,0.0,-5.628,1.0,0.0316,0.339,0.0,0.111,0.53,73.965,spotify:track:1Bn8jBSmtSQdvAFXU3ok1w,286707.0,4.0,1.0,147.0,147.0,147.0,147.0,272430.0,272430.0,272430.0,272430.0,272430.0,2018-09-21,2018-09-21
BROCKHAMPTON,TONYA,0.576,0.558,7.0,-7.713,0.0,0.312,0.509,2.07e-05,0.158,0.0395,80.193,spotify:track:0QV83q2vzzOM4uODVyXf7i,283000.0,4.0,1.0,148.0,148.0,148.0,148.0,272280.0,272280.0,272280.0,272280.0,272280.0,2018-09-21,2018-09-21
BROCKHAMPTON,VIVID,0.68,0.657,2.0,-4.85,1.0,0.188,0.187,0.0,0.324,0.23,81.0,spotify:track:5DL2L5OuyZg1v2OWRAitFD,144280.0,4.0,1.0,150.0,150.0,150.0,150.0,266808.0,266808.0,266808.0,266808.0,266808.0,2018-09-21,2018-09-21
Lana Del Rey,Venice Bitch,0.404,0.298,9.0,-12.986,0.0,0.0304,0.912,0.228,0.0996,0.315,78.815,spotify:track:3hwQhakFwm9soLEBnSDH17,577199.0,4.0,8.0,138.0,185.0,85.0,140.0,276240.125,400048.0,225754.0,257363.5,2209921.0,2018-09-21,2019-09-05
BROCKHAMPTON,LOOPHOLE,0.438,0.646,6.0,-8.417,0.0,0.238,0.881,0.0,0.706,0.961,124.045,spotify:track:1mj5oaEpqjciXkJ5Y6pu5b,53080.0,1.0,1.0,165.0,165.0,165.0,165.0,255115.0,255115.0,255115.0,255115.0,255115.0,2018-09-21,2018-09-21
Rita Ora,Let You Love Me,0.531,0.854,10.0,-3.149,1.0,0.198,0.288,0.0,0.0773,0.456,94.419,spotify:track:6xtcFXSo8H9BZN637BMVKS,190000.0,4.0,52.0,130.84615384615384,192.0,72.0,136.5,279202.67307692306,402150.0,192723.0,270669.0,14518539.0,2018-09-21,2018-11-27
Pardison Fontaine,Backin' It Up (feat. Cardi B),0.796,0.68,10.0,-4.853,0.0,0.353,0.0886,0.0,0.268,0.565,164.932,spotify:track:0PpfPNtQOOvbMNVJijTQj0,190466.0,4.0,9.0,186.55555555555554,200.0,168.0,190.0,214215.33333333334,236569.0,199642.0,213150.0,1927938.0,2018-09-21,2018-11-22
Young Dolph,Major,0.907,0.651,6.0,-5.661,0.0,0.312,0.0111,0.000433,0.108,0.637,147.026,spotify:track:3Yt2ph8Ko0JBANpdawzSF2,195547.0,4.0,2.0,196.5,197.0,196.0,196.5,217492.0,234424.0,200560.0,217492.0,434984.0,2018-09-21,2018-09-22
Young Dolph,Break The Bank,0.941,0.67,8.0,-6.259,1.0,0.323,0.00445,0.00278,0.139,0.2,140.049,spotify:track:1lXr5tEPGHcu5E5BaXwPPi,184187.0,4.0,1.0,198.0,198.0,198.0,198.0,233478.0,233478.0,233478.0,233478.0,233478.0,2018-09-21,2018-09-21
Young Thug,Sin (feat. Jaden Smith),0.889,0.385,11.0,-11.767,0.0,0.165,0.00544,0.0,0.274,0.235,125.995,spotify:track:1Jl21sidRpEdlVBvYbssLx,202533.0,4.0,65.0,108.03076923076924,195.0,24.0,104.0,342120.07692307694,646247.0,193774.0,322388.0,22237805.0,2018-09-24,2018-11-27
Young Thug,On The Run (feat. Offset),0.964,0.529,0.0,-7.748,1.0,0.187,0.00659,4.47e-06,0.0872,0.63,128.042,spotify:track:04yv0dtqVm9u745efIuxbZ,263933.0,4.0,4.0,90.75,113.0,73.0,88.5,324632.75,362009.0,289941.0,323290.5,1298531.0,2018-09-24,2018-09-27
Young Thug,High (feat. Elton John),0.759,0.498,10.0,-10.615,1.0,0.0776,0.223,5.84e-05,0.406,0.244,126.972,spotify:track:7iMDaY1LnASwCk2uUpMtii,195160.0,4.0,15.0,110.46666666666667,200.0,60.0,93.0,345353.73333333334,622522.0,188517.0,350813.0,5180306.0,2018-09-24,2018-10-08
Young Thug,Climax (feat. 6lack),0.829,0.362,0.0,-11.546,0.0,0.231,0.0608,0.0,0.135,0.369,122.912,spotify:track:4N9QsmvQJcGwJHAmDmBttU,189093.0,4.0,4.0,97.25,119.0,78.0,96.0,315851.5,352017.0,277349.0,317020.0,1263406.0,2018-09-24,2018-09-27
Young Thug,Icey,0.796,0.357,1.0,-11.678,1.0,0.344,0.0075,0.0,0.0966,0.454,150.039,spotify:track:2sNrTfdjbYiLL5xtYwUALB,232147.0,4.0,4.0,155.75,194.0,109.0,160.0,242343.25,284225.0,205225.0,239961.5,969373.0,2018-09-24,2018-09-27
Young Thug,Real In My Veins (feat. T-Shyne),0.635,0.632,5.0,-8.21,0.0,0.275,0.000185,0.0,0.0615,0.233,162.023,spotify:track:6yMU8B5bngQpBBcYaFWqBC,250373.0,4.0,2.0,145.5,150.0,141.0,145.5,246407.5,252133.0,240682.0,246407.5,492815.0,2018-09-24,2018-09-25
Lil Wayne,Mona Lisa (feat. Kendrick Lamar),0.855,0.694,2.0,-4.393,1.0,0.169,0.371,0.0,0.109,0.49,122.078,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,324189.0,4.0,85.0,81.84705882352941,200.0,1.0,67.0,662994.4588235294,4444027.0,179530.0,391101.0,56354529.0,2018-09-28,2018-12-30
Lil Wayne,Don't Cry (feat. XXXTENTACION),0.585,0.709,8.0,-6.072,1.0,0.319,0.409,0.0,0.183,0.21,111.913,spotify:track:5BQrp63SHCVf4bzCzJePne,249450.0,4.0,47.0,79.40425531914893,199.0,2.0,72.0,677805.659574468,4213664.0,197175.0,401759.0,31856866.0,2018-09-28,2018-11-14
Lil Wayne,Let It Fly (feat. Travis Scott),0.902,0.819,1.0,-3.321,1.0,0.317,0.0414,0.0,0.106,0.746,89.0,spotify:track:0CBQ0m3mufWH75LTYB3s6h,186872.0,4.0,42.0,86.80952380952381,199.0,3.0,83.5,598263.6428571428,3532426.0,188739.0,363565.5,25127073.0,2018-09-28,2018-11-08
Lil Wayne,Dedicate,0.879,0.662,2.0,-6.162,1.0,0.309,0.033,0.0,0.716,0.723,117.975,spotify:track:0Y7di9ZCmB6Elad5WISaPc,189909.0,4.0,30.0,80.16666666666667,197.0,4.0,73.5,649799.4333333333,3432739.0,199931.0,390267.5,19493983.0,2018-09-28,2018-10-27
Lil Wayne,Uproar,0.743,0.87,1.0,-2.188,1.0,0.212,0.0595,0.0,0.299,0.884,99.075,spotify:track:3wScL5W8H40zzCKN0atfBk,194184.0,4.0,134.0,103.05970149253731,197.0,3.0,117.0,421404.7611940298,3113147.0,197137.0,324124.0,56468238.0,2018-09-28,2019-02-16
Lil Wayne,Can't Be Broken,0.578,0.577,2.0,-5.997,0.0,0.202,0.121,0.0,0.086,0.154,99.288,spotify:track:5cGpjfgAvidLy6znwkCxkP,193243.0,5.0,26.0,81.0,200.0,6.0,60.0,634379.7692307692,2887237.0,187261.0,416936.5,16493874.0,2018-09-28,2018-10-23
Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),0.603,0.457,11.0,-5.384,1.0,0.297,0.525,0.0,0.0905,0.458,73.724,spotify:track:5IvdLxVB8gwwcgnEkXSSW2,242972.0,4.0,17.0,81.17647058823529,199.0,7.0,81.0,633884.1176470588,2517931.0,195398.0,379225.0,10776030.0,2018-09-28,2018-10-15
Lil Wayne,What About Me (feat. Sosamann),0.784,0.44,10.0,-6.566,1.0,0.0401,0.0263,1.9e-06,0.122,0.22,118.089,spotify:track:3JX0dOCIAiaR8MP3ryXWuM,216961.0,4.0,21.0,54.285714285714285,148.0,7.0,41.0,717797.3333333334,2456457.0,249991.0,508291.0,15073744.0,2018-09-28,2018-10-18
Lil Wayne,I Love You Dwayne,0.657,0.814,11.0,-16.493,0.0,0.937,0.81,0.0,0.445,0.0788,136.142,spotify:track:3ZVw1HR1QAQoKBygbhG4CE,120303.0,3.0,5.0,75.2,147.0,9.0,80.0,773354.8,2171707.0,260526.0,362799.0,3866774.0,2018-09-28,2018-10-02
Lil Wayne,Open Letter,0.769,0.55,9.0,-6.299,0.0,0.359,0.0283,0.0,0.139,0.36,97.01,spotify:track:2DnH4XlEkghUdE8ymdVom5,269287.0,4.0,14.0,83.64285714285714,178.0,10.0,76.5,601764.3571428572,2023336.0,230407.0,452847.5,8424701.0,2018-09-28,2018-10-11
Lil Wayne,Dope Niggaz (feat. Snoop Dogg),0.752,0.708,9.0,-5.053,1.0,0.28,0.0395,0.0,0.0601,0.645,84.974,spotify:track:2AwyHlbA6f641SEkizD5JG,205983.0,4.0,16.0,83.5,188.0,11.0,88.0,580927.8125,1967578.0,200544.0,410850.0,9294845.0,2018-09-28,2018-10-13
Lil Wayne,Famous (feat. Reginae Carter),0.624,0.568,9.0,-5.664,1.0,0.143,0.0301,0.0,0.25,0.115,149.857,spotify:track:05r1GGg1Rhs0RcUg27C82a,242050.0,4.0,21.0,91.14285714285714,200.0,12.0,82.0,527770.2380952381,1927800.0,194653.0,355994.0,11083175.0,2018-09-28,2018-10-18
Lil Wayne,Problems,0.807,0.571,2.0,-6.937,1.0,0.312,0.0169,0.0,0.252,0.0993,139.996,spotify:track:0ubdf6zWT1It2saK41SkO0,208504.0,4.0,13.0,97.0,200.0,13.0,73.0,555950.8461538461,1797773.0,198750.0,425348.0,7227361.0,2018-09-28,2018-10-10
Lil Wayne,Hittas,0.788,0.765,2.0,-3.93,1.0,0.439,0.276,0.0,0.216,0.667,144.046,spotify:track:5s6pKnF3ZPtuqvEx1i1V7U,223617.0,4.0,12.0,95.25,197.0,14.0,68.0,557617.4166666666,1715308.0,191098.0,437627.0,6691409.0,2018-09-28,2018-10-09
Lil Wayne,Open Safe,0.929,0.598,1.0,-5.373,1.0,0.156,0.00705,0.0,0.0549,0.501,96.012,spotify:track:7EgI0dCaQuHFe3OTj5EpWI,223939.0,4.0,12.0,94.5,191.0,15.0,70.0,533735.9166666666,1537167.0,193891.0,434104.5,6404831.0,2018-09-28,2018-10-09
Lil Wayne,Took His Time,0.752,0.703,5.0,-3.417,0.0,0.213,0.144,0.0,0.325,0.641,149.988,spotify:track:1Dk3CfJEtqvj7Xg2AWwfEn,262400.0,4.0,10.0,80.6,194.0,16.0,60.0,577981.9,1497655.0,216852.0,485956.5,5779819.0,2018-09-28,2018-10-08
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,spotify:track:4w8niZpiMy6qz1mntFA5uM,212500.0,4.0,238.0,74.15966386554622,200.0,4.0,60.5,529818.0420168068,1308756.0,194284.0,436611.5,126096694.0,2018-09-28,2019-06-15
Lil Wayne,Start This Shit Off Right (feat. Ashanti & Mack Maine),0.865,0.568,0.0,-5.112,1.0,0.241,0.0206,0.0,0.186,0.881,90.985,spotify:track:6wqWfSOZvTK18SAczoYm1L,280309.0,4.0,7.0,66.85714285714286,123.0,21.0,58.0,576328.0,1256903.0,290223.0,467030.0,4034296.0,2018-09-28,2018-10-04
Lil Wayne,Demon,0.754,0.615,4.0,-5.346,0.0,0.171,0.273,0.0,0.13,0.345,140.04,spotify:track:1kaxyXcAi5ZHF3Q94QXsHK,214314.0,4.0,8.0,73.75,171.0,22.0,63.0,553460.0,1241992.0,269542.0,458564.0,4427680.0,2018-09-28,2018-10-05
Lil Wayne,Mess,0.641,0.579,9.0,-8.278,1.0,0.0895,0.479,9.58e-05,0.214,0.421,145.994,spotify:track:6y4pOReFqH2wzo4CV91cZC,212428.0,4.0,10.0,88.7,199.0,23.0,68.0,512297.4,1216954.0,212178.0,454211.5,5122974.0,2018-09-28,2018-10-08
Lil Wayne,Used 2,0.678,0.666,5.0,-6.949,1.0,0.487,0.337,0.0,0.115,0.523,87.634,spotify:track:68lOQPb5tX8U2cQRuas0L2,240199.0,4.0,9.0,80.77777777777777,190.0,25.0,62.0,530283.6666666666,1187791.0,222913.0,469148.0,4772553.0,2018-09-28,2018-10-06
Lil Wayne,Let It All Work Out,0.552,0.562,11.0,-6.862,1.0,0.164,0.0216,0.0,0.302,0.439,135.014,spotify:track:3BUWNzPWz2mDbptZmGEXpB,316192.0,4.0,14.0,94.64285714285714,179.0,27.0,91.0,463761.5714285714,1145876.0,221307.0,401981.5,6492662.0,2018-09-28,2018-10-11
Lil Wayne,Dope New Gospel (feat. Nivea),0.651,0.719,0.0,-3.924,1.0,0.301,0.227,0.0,0.109,0.402,116.77,spotify:track:7cG6SxmQ24hQWnR8UThrk2,207187.0,4.0,7.0,77.14285714285714,138.0,29.0,69.0,517451.71428571426,1102557.0,271275.0,421635.0,3622162.0,2018-09-28,2018-10-04
