artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,uri_count,rank_mean,lowest_rank,highest_rank,rank_median,streams_mean,streams_max,streams_min,streams_median,streams_sum,first_date,last_date
Lil Yachty,One Night,0.764,0.475,0.0,-12.618,1.0,0.114,0.345,0.0,0.14,0.34,129.974,spotify:track:40yJGQyEaBbIkXpwMFkXip,243270.0,4.0,118.0,157.08474576271186,200.0,83.0,157.0,186854.0254237288,232348.0,148462.0,187711.0,22048775.0,2017-01-01,2017-09-10
M.I.A.,Paper Planes,0.447,0.848,2.0,-6.175,1.0,0.222,0.033,7.45e-05,0.722,0.485,172.247,spotify:track:1kusepF3AacIEtUTYrw4GV,203760.0,4.0,3.0,146.33333333333334,197.0,84.0,158.0,210858.66666666666,227569.0,193419.0,211588.0,632576.0,2017-01-01,2020-01-01
Twenty One Pilots,Stressed Out,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,202333.0,4.0,106.0,143.58490566037736,200.0,73.0,145.5,198531.54716981133,281957.0,155584.0,197561.0,21044344.0,2017-01-01,2017-07-05
David Guetta,Titanium (feat. Sia),0.604,0.787,0.0,-3.674,0.0,0.103,0.0679,0.15,0.127,0.301,126.062,spotify:track:0lHAMNU8RGiIObScrsRgmP,245040.0,4.0,1.0,86.0,86.0,86.0,86.0,226512.0,226512.0,226512.0,226512.0,226512.0,2017-01-01,2017-01-01
Queen,Bohemian Rhapsody - Remastered 2011,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,spotify:track:7tFiyTwD0nx5a1eklYtX2J,354320.0,4.0,374.0,118.92245989304813,200.0,36.0,115.5,307597.2245989305,537813.0,144559.0,288220.0,115041362.0,2017-01-01,2019-11-17
Post Malone,White Iverson,0.675,0.562,7.0,-7.678,1.0,0.0352,0.233,0.0,0.0816,0.309,130.098,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,256533.0,4.0,543.0,105.56169429097606,200.0,56.0,98.0,268978.6482504604,393624.0,180827.0,262922.0,146055406.0,2017-01-01,2018-08-02
The Vamps,All Night,0.54,0.803,8.0,-5.194,1.0,0.0358,0.00403,0.0,0.33,0.501,144.997,spotify:track:0dXNQ8dckG4eYfEtq9zcva,197640.0,4.0,96.0,74.15625,197.0,47.0,63.0,308591.5104166667,382157.0,167491.0,317172.5,29624785.0,2017-01-01,2017-04-10
Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),0.49,0.625,10.0,-7.248,1.0,0.185,0.497,0.0,0.118,0.748,78.762,spotify:track:5qYp1Wf3gh0lGWdIS5lIrX,215670.0,5.0,33.0,91.12121212121212,133.0,71.0,87.0,237637.60606060605,273117.0,206255.0,238978.0,7842041.0,2017-01-01,2017-02-02
G-Eazy,"Me, Myself & I",0.757,0.672,0.0,-6.524,0.0,0.0955,0.0186,0.0,0.158,0.382,111.996,spotify:track:40YcuQysJ0KlGQTeGUosTC,251467.0,4.0,72.0,155.76388888888889,200.0,91.0,158.5,180789.31944444444,218501.0,154982.0,179969.0,13016831.0,2017-01-01,2017-03-18
gnash,"i hate u, i love u (feat. olivia o'brien)",0.492,0.275,6.0,-13.4,0.0,0.3,0.687,0.0,0.101,0.18,92.6,spotify:track:7vRriwrloYVaoAe3a9wJHe,251034.0,4.0,86.0,145.13953488372093,200.0,76.0,149.0,196828.90697674418,250722.0,151785.0,195601.0,16927286.0,2017-01-01,2017-03-30
Kodak Black,Too Many Years,0.665,0.706,8.0,-6.859,0.0,0.0958,0.0237,0.0,0.112,0.632,147.067,spotify:track:7KyTq7H5f3Oavmuo9TX6QK,196336.0,4.0,181.0,135.3038674033149,200.0,61.0,142.0,218229.0497237569,308940.0,147318.0,210559.0,39499458.0,2017-01-01,2017-09-28
Rihanna,Love On The Brain,0.509,0.637,4.0,-4.83,0.0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,spotify:track:5oO3drDxtziYU2H1X23ZIp,224000.0,3.0,227.0,107.98678414096916,196.0,35.0,94.0,275797.140969163,537783.0,143551.0,263731.0,62605951.0,2017-01-01,2017-08-24
J. Cole,Change,0.74,0.523,11.0,-10.753,0.0,0.233,0.666,0.00142,0.0968,0.235,97.063,spotify:track:3pjUyVbFmM96tYhSaKJwTt,331480.0,4.0,26.0,135.1153846153846,187.0,63.0,145.5,186742.76923076922,265844.0,132214.0,177976.5,4855312.0,2017-01-01,2017-01-26
Bryson Tiller,Don't,0.765,0.356,11.0,-5.556,0.0,0.196,0.222,0.0,0.0963,0.19,97.001,spotify:track:3pXF1nA74528Edde4of9CC,198293.0,4.0,426.0,153.3568075117371,200.0,77.0,158.5,203966.91549295775,276791.0,155075.0,204071.5,86889906.0,2017-01-01,2019-11-20
Ugly God,Water,0.816,0.245,0.0,-15.617,0.0,0.414,0.616,0.000813,0.127,0.187,140.04,spotify:track:7EoSDrwBPUBeBEORrpvgko,138936.0,4.0,136.0,101.25,195.0,56.0,94.0,256710.19852941178,328210.0,148671.0,259651.5,34912587.0,2017-01-01,2017-08-06
Daryl Hall & John Oates,Rich Girl,0.573,0.683,5.0,-6.644,1.0,0.176,0.461,0.0,0.0935,0.817,169.519,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,142787.0,4.0,5.0,128.0,185.0,61.0,142.0,264488.0,508847.0,192704.0,210173.0,1322440.0,2017-01-01,2018-07-05
Lil Uzi Vert,Erase Your Social,0.705,0.609,3.0,-5.728,1.0,0.0729,0.694,0.0,0.234,0.718,140.058,spotify:track:4uhvMW7ly7tJil31YYscAN,199993.0,4.0,160.0,145.93125,200.0,76.0,166.0,205171.9375,291826.0,141691.0,186705.5,32827510.0,2017-01-01,2017-08-07
Flume,Never Be Like You,0.444,0.557,0.0,-5.476,1.0,0.0602,0.453,0.0,0.152,0.296,115.058,spotify:track:5WI2ltQIdwgzf1SNE76JyR,234910.0,4.0,53.0,160.45283018867926,200.0,89.0,167.0,173990.56603773584,236465.0,139069.0,167040.0,9221500.0,2017-01-01,2017-02-23
Nevada,The Mack,0.711,0.882,0.0,-4.276,1.0,0.0576,0.0626,0.0,0.226,0.56,106.017,spotify:track:2fUZ3aMp8amSaV0mp8s6rQ,167038.0,4.0,13.0,111.15384615384616,199.0,63.0,89.0,211378.76923076922,272236.0,151933.0,208294.0,2747924.0,2017-01-01,2017-01-13
Kiiara,Gold,0.6,0.412,8.0,-9.343,1.0,0.344,0.615,0.0025,0.134,0.408,113.049,spotify:track:6ZSO7kPn8IMJFymyticbJO,225882.0,5.0,37.0,158.16216216216216,200.0,102.0,162.0,168687.8918918919,205831.0,143774.0,164684.0,6241452.0,2017-01-01,2017-02-11
Bryson Tiller,Exchange,0.53,0.433,6.0,-10.598,1.0,0.185,0.108,0.0,0.135,0.274,160.14,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,194613.0,4.0,395.0,157.20506329113925,200.0,79.0,164.0,199367.44050632912,266712.0,151300.0,198729.0,78750139.0,2017-01-01,2018-04-09
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,0.641,0.922,2.0,-4.457,1.0,0.0786,0.0291,0.0,0.0862,0.847,146.078,spotify:track:3bidbhpOYeV4knp8AIu8Xn,258343.0,4.0,7.0,125.0,162.0,88.0,136.0,255494.0,390030.0,205345.0,238705.0,1788458.0,2017-01-01,2020-01-01
Daryl Hall & John Oates,You Make My Dreams,0.751,0.501,5.0,-12.151,1.0,0.0552,0.234,0.112,0.0467,0.902,167.058,spotify:track:4o6BgsqLIBViaGVbx5rbRk,190627.0,4.0,7.0,138.28571428571428,197.0,89.0,145.0,237802.57142857142,385848.0,163517.0,226943.0,1664618.0,2017-01-01,2019-01-01
The Weeknd,Die For You,0.582,0.525,1.0,-7.163,0.0,0.0627,0.111,0.0,0.134,0.51,133.249,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,260253.0,4.0,187.0,159.68449197860963,200.0,75.0,168.0,201077.4010695187,265020.0,150306.0,200022.0,37601474.0,2017-01-01,2018-04-05
PnB Rock,Selfish,0.638,0.6,1.0,-5.84,0.0,0.0438,0.114,0.0,0.187,0.0399,101.981,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,245604.0,4.0,232.0,127.66810344827586,198.0,46.0,136.0,231120.17672413794,369261.0,146715.0,220482.0,53619881.0,2017-01-01,2017-12-27
AJR,Weak,0.67,0.643,5.0,-4.553,1.0,0.0465,0.118,0.0,0.192,0.703,123.979,spotify:track:5DZwnLxHjWTZaz9jOpRhxb,201159.0,4.0,226.0,105.6283185840708,199.0,26.0,79.0,285598.703539823,488705.0,146938.0,249015.0,64545307.0,2017-01-01,2017-08-23
PARTYNEXTDOOR,Come and See Me (feat. Drake),0.717,0.347,11.0,-10.265,0.0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,235477.0,4.0,166.0,138.84939759036143,200.0,81.0,148.0,211423.27108433735,266307.0,149704.0,208358.5,35096263.0,2017-01-01,2017-07-19
The Beatles,Twist And Shout - Remastered,0.482,0.849,2.0,-9.198,1.0,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,155227.0,4.0,2.0,144.0,178.0,110.0,144.0,190186.0,198226.0,182146.0,190186.0,380372.0,2017-01-01,2018-01-01
Noah Cyrus,Make Me (Cry),0.588,0.471,0.0,-7.287,1.0,0.0577,0.592,0.00146,0.0733,0.209,152.881,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,242081.0,4.0,82.0,76.39024390243902,197.0,52.0,64.5,291780.1951219512,339970.0,164531.0,308265.0,23925976.0,2017-01-01,2017-03-23
Kodak Black,No Flockin',0.943,0.595,5.0,-8.372,0.0,0.191,0.0673,0.0,0.0839,0.815,117.532,spotify:track:34oWbFBfGEElvgO0a5c9V4,165291.0,4.0,214.0,149.51401869158877,200.0,92.0,145.0,199560.04205607477,250717.0,145554.0,208200.0,42705849.0,2017-01-01,2017-10-15
Kanye West,Father Stretch My Hands Pt. 1,0.724,0.573,7.0,-4.113,1.0,0.0549,0.118,0.0,0.538,0.438,113.088,spotify:track:4KW1lqgSr8TKrvBII0Brf8,135920.0,4.0,65.0,158.3230769230769,199.0,113.0,159.0,176015.87692307692,206013.0,147472.0,178393.0,11441032.0,2017-01-01,2017-03-18
fun.,We Are Young (feat. Janelle Monáe),0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,spotify:track:7a86XRg84qjasly9f6bPSD,250627.0,4.0,2.0,154.0,194.0,114.0,154.0,203702.0,212534.0,194870.0,203702.0,407404.0,2017-01-01,2020-01-01
Aretha Franklin,Respect,0.805,0.558,0.0,-5.226,1.0,0.041,0.164,2.2e-05,0.0546,0.965,114.95,spotify:track:7s25THrKz86DM225dOYwnr,147600.0,4.0,6.0,110.0,170.0,39.0,113.5,318662.5,503205.0,185887.0,275560.5,1911975.0,2017-01-01,2018-08-18
Meek Mill,Litty (feat. Tory Lanez),0.592,0.701,10.0,-4.014,0.0,0.0858,0.0451,0.0,0.327,0.282,129.501,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,280615.0,4.0,76.0,124.97368421052632,187.0,93.0,120.0,214120.27631578947,252888.0,173034.0,213365.5,16273141.0,2017-01-01,2017-03-17
Post Malone,Congratulations,0.63,0.804,6.0,-4.183,1.0,0.0363,0.215,0.0,0.253,0.492,123.146,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,220293.0,4.0,1093.0,82.76486733760292,200.0,5.0,89.0,471578.6440988106,1264607.0,190220.0,325149.0,515435458.0,2017-01-01,2020-04-11
Charlie Puth,We Don't Talk Anymore,0.728,0.563,1.0,-8.053,0.0,0.134,0.621,0.0,0.179,0.352,100.017,spotify:track:37FXw5QGFN7uwwsLy8uAc0,217707.0,4.0,55.0,156.36363636363637,200.0,95.0,163.0,176429.70909090908,225757.0,146172.0,171972.0,9703634.0,2017-01-01,2017-03-18
Stevie Wonder,Superstition - Single Version,0.633,0.634,8.0,-12.115,1.0,0.0725,0.038,0.0064,0.0385,0.872,100.499,spotify:track:1h2xVEoJORqrg71HocgqXd,245493.0,4.0,6.0,114.33333333333333,167.0,82.0,112.5,286464.0,412305.0,186952.0,281714.0,1718784.0,2017-01-01,2019-10-31
Justin Bieber,Sorry,0.654,0.76,0.0,-3.669,0.0,0.045,0.0797,0.0,0.299,0.41,99.945,spotify:track:09CtPGIpYB4BrO8qb1RGsF,200787.0,4.0,33.0,179.4848484848485,200.0,120.0,181.0,154012.0909090909,186703.0,134633.0,151467.0,5082399.0,2017-01-01,2017-02-13
MadeinTYO,Uber Everywhere,0.779,0.455,1.0,-15.025,1.0,0.28,0.0542,0.0,0.177,0.197,140.181,spotify:track:7zBPzAjKAqQpcv8F8GCq5s,153429.0,4.0,12.0,173.33333333333334,198.0,121.0,178.5,149759.75,186602.0,131641.0,149136.5,1797117.0,2017-01-01,2017-01-22
Drake,Pop Style,0.713,0.462,7.0,-10.027,1.0,0.123,0.192,2.16e-06,0.105,0.0595,133.054,spotify:track:5mPSyjLatqB00IkPqRlbTE,212947.0,4.0,52.0,157.6346153846154,200.0,122.0,154.0,173454.92307692306,202679.0,143033.0,172907.0,9019656.0,2017-01-01,2017-03-23
Petit Biscuit,Sunset Lover,0.783,0.467,6.0,-9.474,1.0,0.0503,0.729,0.809,0.109,0.236,90.838,spotify:track:0hNduWmlWmEmuwEFcYvRu1,237793.0,4.0,87.0,83.24137931034483,173.0,55.0,78.0,273395.2528735632,319947.0,184278.0,276676.0,23785387.0,2017-01-01,2017-03-28
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",0.645,0.694,5.0,-8.553,1.0,0.0318,0.0255,0.0,0.0805,0.813,109.068,spotify:track:3pQAy5EVacSsDLZhMIytSk,158267.0,4.0,3.0,170.0,198.0,124.0,188.0,186700.66666666666,199052.0,177084.0,183966.0,560102.0,2017-01-01,2019-01-01
Paul Simon,You Can Call Me Al,0.776,0.763,5.0,-8.124,1.0,0.0535,0.182,0.0065,0.077,0.82,128.433,spotify:track:0qxYx4F3vm1AOnfux6dDxP,280000.0,4.0,1.0,125.0,125.0,125.0,125.0,183669.0,183669.0,183669.0,183669.0,183669.0,2017-01-01,2017-01-01
Big Sean,Moves,0.812,0.522,2.0,-5.287,1.0,0.257,0.0433,0.0,0.154,0.38,75.524,spotify:track:0Fv5N0cHBsl4bzCbollCAS,142907.0,4.0,232.0,90.90517241379311,193.0,8.0,82.5,330016.8017241379,889477.0,148489.0,290268.5,76563898.0,2017-01-01,2017-08-24
Bruno Mars,That's What I Like,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,206693.0,4.0,471.0,77.50743099787685,200.0,3.0,83.0,492247.966029724,1237786.0,173293.0,304317.0,231848792.0,2017-01-01,2019-07-04
The Weeknd,The Hills,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,spotify:track:7fBv7CLKzipRk6EC6TWHOB,242253.0,4.0,87.0,157.89655172413794,198.0,101.0,164.0,181879.816091954,322095.0,141278.0,182216.0,15823544.0,2017-01-01,2019-11-27
Drake,Hotline Bling,0.891,0.625,2.0,-7.861,1.0,0.0558,0.00261,0.000176,0.0504,0.548,134.967,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,267067.0,4.0,43.0,173.0,199.0,127.0,176.0,162633.90697674418,211815.0,140588.0,159492.0,6993258.0,2017-01-01,2017-03-23
The Chainsmokers,Roses,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,226739.0,4.0,47.0,160.53191489361703,200.0,125.0,153.0,170368.53191489363,193783.0,142405.0,172527.0,8007321.0,2017-01-01,2017-03-16
Post Malone,Deja Vu,0.62,0.69,7.0,-6.508,1.0,0.0493,0.0931,0.0,0.131,0.331,133.935,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,234213.0,4.0,117.0,149.76923076923077,200.0,103.0,144.0,196720.39316239316,228897.0,154228.0,198197.0,23016286.0,2017-01-01,2018-03-01
The Chainsmokers,Setting Fires,0.627,0.717,8.0,-5.751,0.0,0.0376,0.017,0.0,0.261,0.561,105.05,spotify:track:2PC9Tl8SWVO2yhDDtJcrAi,247427.0,4.0,49.0,106.36734693877551,188.0,62.0,99.0,231117.20408163266,299009.0,172455.0,231422.0,11324743.0,2017-01-01,2017-02-18
Queen,Don't Stop Me Now - 2011 Mix,0.567,0.803,5.0,-7.345,1.0,0.128,0.0336,0.000164,0.728,0.661,156.395,spotify:track:1Y62huvqw02ZuggIQfBwBy,209653.0,4.0,237.0,160.27004219409284,200.0,69.0,172.0,245206.1729957806,354346.0,179775.0,231422.0,58113863.0,2017-01-01,2020-01-01
AC/DC,You Shook Me All Night Long,0.532,0.767,7.0,-5.509,1.0,0.0574,0.00287,0.000513,0.39,0.755,127.361,spotify:track:2SiXAy7TuUkycRVbbWDEpo,210173.0,4.0,2.0,151.5,168.0,135.0,151.5,182443.5,186096.0,178791.0,182443.5,364887.0,2017-01-01,2018-01-01
Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",0.703,0.826,10.0,-7.179,0.0,0.0341,0.0322,0.00629,0.179,0.945,103.564,spotify:track:3mRM4NM8iO7UBqrSigCQFH,285373.0,4.0,2.0,141.0,146.0,136.0,141.0,192352.5,208158.0,176547.0,192352.5,384705.0,2017-01-01,2018-01-01
San Holo,Light,0.57,0.763,1.0,-4.137,1.0,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,spotify:track:6jq6rcOikCZAmjliAgAmfT,239853.0,4.0,53.0,89.9245283018868,173.0,69.0,85.0,252486.3396226415,302090.0,176446.0,260793.0,13381776.0,2017-01-01,2017-02-22
Michael Jackson,P.Y.T. (Pretty Young Thing),0.888,0.815,11.0,-4.909,0.0,0.0404,0.23,0.000424,0.127,0.961,127.273,spotify:track:5lA3pwMkBdd24StM90QrNR,238733.0,4.0,1.0,138.0,138.0,138.0,138.0,176354.0,176354.0,176354.0,176354.0,176354.0,2017-01-01,2017-01-01
Kanye West,Famous,0.465,0.735,6.0,-3.715,1.0,0.117,0.0711,0.0,0.0975,0.409,173.935,spotify:track:19a3JfW8BQwqHWUMbcqSx8,196040.0,4.0,46.0,172.7391304347826,200.0,134.0,172.0,162481.47826086957,196911.0,140744.0,161663.5,7474148.0,2017-01-01,2017-02-22
Van Morrison,Brown Eyed Girl,0.491,0.583,7.0,-10.964,1.0,0.0376,0.182,0.0,0.407,0.907,150.572,spotify:track:3yrSvpt2l1xhsV9Em88Pul,183307.0,4.0,6.0,135.66666666666666,180.0,81.0,135.5,245811.83333333334,412605.0,175044.0,219141.5,1474871.0,2017-01-01,2019-07-04
Carly Rae Jepsen,Call Me Maybe,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,193400.0,4.0,1.0,141.0,141.0,141.0,141.0,174945.0,174945.0,174945.0,174945.0,174945.0,2017-01-01,2017-01-01
Adele,Water Under the Bridge,0.596,0.838,5.0,-6.52,0.0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,240427.0,4.0,75.0,88.25333333333333,194.0,42.0,86.0,263850.05333333334,400042.0,157405.0,262924.0,19788754.0,2017-01-01,2017-03-16
Desiigner,Tiimmy Turner,0.603,0.725,6.0,-3.054,1.0,0.0393,0.174,0.0,0.0786,0.304,122.803,spotify:track:3NJG6vMH1ZsectZkocMEm0,239853.0,4.0,29.0,166.31034482758622,198.0,134.0,164.0,158840.5172413793,179262.0,136918.0,160335.0,4606375.0,2017-01-01,2017-02-12
Flo Rida,My House,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006,spotify:track:6Knv6wdA0luoMUuuoYi2i1,192191.0,4.0,7.0,187.42857142857142,199.0,144.0,195.0,141853.14285714287,173343.0,126692.0,142987.0,992972.0,2017-01-01,2017-01-15
Flume,Say It (feat. Tove Lo),0.598,0.532,3.0,-6.833,0.0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963,spotify:track:5aOpzm8W8zysk4asB9hxJw,262521.0,4.0,27.0,172.77777777777777,199.0,143.0,178.0,156597.7037037037,182739.0,127951.0,155875.0,4228138.0,2017-01-01,2017-02-01
Skrillex,Purple Lamborghini (with Rick Ross),0.457,0.899,10.0,-2.591,0.0,0.132,0.0019,0.0,0.831,0.298,147.268,spotify:track:6JyuJFedEvPmdWQW0PkbGJ,215510.0,4.0,1.0,146.0,146.0,146.0,146.0,171058.0,171058.0,171058.0,171058.0,171058.0,2017-01-01,2017-01-01
The Weeknd,Secrets,0.664,0.771,0.0,-5.779,1.0,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,spotify:track:00NAQYOP4AmWR549nnYJZu,265600.0,4.0,32.0,147.15625,190.0,113.0,146.5,174595.53125,199392.0,138477.0,175357.0,5587057.0,2017-01-01,2017-02-01
Lukas Graham,7 Years,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,spotify:track:5kqIPrATaCc2LqxVWzQGbk,237300.0,4.0,44.0,170.1818181818182,198.0,104.0,173.5,163862.97727272726,243565.0,135413.0,158190.5,7209971.0,2017-01-01,2017-02-22
The Temptations,My Girl,0.572,0.418,0.0,-10.738,1.0,0.0349,0.635,0.0,0.0961,0.694,104.566,spotify:track:745H5CctFr12Mo7cqa1BMH,165000.0,4.0,2.0,128.5,149.0,108.0,128.5,249539.0,328910.0,170168.0,249539.0,499078.0,2017-01-01,2018-07-04
Calvin Harris,Feel So Close - Radio Edit,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,spotify:track:1gihuPhrLraKYrJMAEONyc,206413.0,4.0,1.0,150.0,150.0,150.0,150.0,169357.0,169357.0,169357.0,169357.0,169357.0,2017-01-01,2017-01-01
Travis Scott,Antidote,0.713,0.526,1.0,-5.046,1.0,0.032,0.00767,0.000148,0.124,0.131,131.05,spotify:track:1wHZx0LgzFHyeIZkUydNXq,262693.0,4.0,79.0,183.873417721519,200.0,151.0,187.0,166178.8987341772,196460.0,129105.0,167723.0,13128133.0,2017-01-01,2017-11-19
The Weeknd,True Colors,0.624,0.424,1.0,-8.237,1.0,0.24,0.286,0.0,0.173,0.584,76.671,spotify:track:1oGdVdYjeQvojGKDddxLQQ,206013.0,4.0,41.0,147.34146341463415,199.0,109.0,137.0,178791.65853658537,211664.0,144860.0,179088.0,7330458.0,2017-01-01,2017-02-21
Nebu Kiniza,Gassed Up,0.798,0.568,5.0,-9.072,0.0,0.135,0.0213,0.0,0.0586,0.45,148.88,spotify:track:6JjEVlMkfHWMeYavkEYzNO,193911.0,3.0,188.0,156.08510638297872,200.0,72.0,173.5,193675.03723404257,285045.0,145357.0,181361.5,36410907.0,2017-01-01,2017-11-19
FRENSHIP,Capsize,0.683,0.708,5.0,-6.244,0.0,0.0305,0.0398,0.155,0.686,0.355,92.991,spotify:track:2XMTqoHHSH0lvuXrvIEdco,237707.0,4.0,38.0,172.1578947368421,200.0,134.0,176.5,160199.68421052632,190403.0,129196.0,160508.5,6087588.0,2017-01-01,2017-03-02
Zara Larsson,I Would Like,0.486,0.713,2.0,-3.949,0.0,0.0524,0.0853,0.0,0.0839,0.297,121.028,spotify:track:4Q4jmPHwu0wrJvqrld0FQ6,226720.0,4.0,58.0,113.89655172413794,155.0,85.0,112.5,221041.89655172414,253263.0,166846.0,224600.5,12820430.0,2017-01-01,2017-02-27
ZAYN,PILLOWTALK,0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,spotify:track:0PDUDa38GO8lMxLCRc4lL1,202747.0,4.0,25.0,180.76,200.0,123.0,191.0,158039.04,187203.0,127331.0,158141.0,3950976.0,2017-01-01,2017-02-16
JAY-Z,Ni**as In Paris,0.788,0.859,1.0,-5.542,1.0,0.315,0.127,0.0,0.348,0.769,140.027,spotify:track:4Li2WHPkuyCdtmokzW2007,219333.0,4.0,34.0,186.94117647058823,200.0,150.0,191.0,154739.64705882352,198387.0,131337.0,153662.5,5261148.0,2017-01-01,2017-03-02
Luke Christopher,Lot to Learn,0.405,0.846,6.0,-3.57,1.0,0.195,0.0948,0.0,0.0666,0.602,82.232,spotify:track:3TRFq09DUgYj1mug6RRqJW,248337.0,4.0,49.0,108.77551020408163,185.0,82.0,107.0,225446.79591836734,252565.0,164741.0,228983.0,11046893.0,2017-01-01,2017-02-18
Rae Sremmurd,No Type,0.891,0.486,6.0,-7.803,1.0,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,spotify:track:4scpF6J5uMBvoh6sFB7EL1,200080.0,4.0,34.0,174.94117647058823,198.0,147.0,178.0,156284.61764705883,174968.0,138678.0,155870.0,5313677.0,2017-01-01,2017-02-12
Future,Wicked,0.718,0.679,11.0,-5.899,0.0,0.0706,0.00191,0.0104,0.385,0.205,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x,173347.0,4.0,1.0,160.0,160.0,160.0,160.0,164503.0,164503.0,164503.0,164503.0,164503.0,2017-01-01,2017-01-01
Nicki Minaj,Black Barbies,0.809,0.588,0.0,-5.167,1.0,0.0869,0.0878,7.24e-05,0.171,0.249,146.024,spotify:track:3y9cCbnBn0zjkJa2YkOj70,254080.0,4.0,13.0,157.3846153846154,179.0,141.0,161.0,163440.38461538462,171398.0,149890.0,166510.0,2124725.0,2017-01-01,2017-01-13
O.T. Genasis,Cut It (feat. Young Dolph),0.875,0.673,7.0,-4.184,1.0,0.0932,0.135,0.0,0.292,0.231,130.0,spotify:track:376KnY4TrgBITxjlnbnmIy,222600.0,4.0,1.0,162.0,162.0,162.0,162.0,163667.0,163667.0,163667.0,163667.0,163667.0,2017-01-01,2017-01-01
Russ,What They Want,0.71,0.404,1.0,-10.04,0.0,0.379,0.484,0.0,0.0953,0.398,139.553,spotify:track:3pndPhlQWjuSoXhcIIdBjv,165853.0,4.0,338.0,152.6656804733728,200.0,109.0,145.0,197923.5029585799,262402.0,155510.0,197621.5,66898144.0,2017-01-01,2018-01-07
The Weeknd,Rockin’,0.738,0.885,9.0,-5.547,0.0,0.206,0.0133,0.0,0.0821,0.752,112.878,spotify:track:36YCdzT57us0LhDmCYtrNE,232880.0,4.0,29.0,156.51724137931035,197.0,121.0,161.0,167040.1724137931,190139.0,141718.0,165979.0,4844165.0,2017-01-01,2017-01-31
Tory Lanez,LUV,0.539,0.528,11.0,-8.113,0.0,0.252,0.0108,0.0,0.117,0.252,190.169,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,228640.0,4.0,6.0,178.66666666666666,195.0,165.0,179.5,151071.66666666666,162888.0,134452.0,152087.5,906430.0,2017-01-01,2017-01-06
Coldplay,Hymn for the Weekend - Seeb Remix,0.565,0.849,0.0,-3.516,0.0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,212647.0,4.0,8.0,169.75,200.0,141.0,166.0,159471.25,174487.0,142951.0,161418.5,1275770.0,2017-01-01,2017-07-04
